title,issn,cn,sponsor,compound_if,comprehensive_if,tags,categories,major_categories,detail_url
"水生态学杂志","1674-3075","42-1785/X","水利部中国科学院水工程生态研究所","2.972","1.935","网络首发","环境科学与资源利用|水产和渔业","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPQb0RSvj8_iX2ziy-USX8qp6d9JiSZ05_3KpDVpvYTmwRSDN54coSqVaJO5nlGRuWkwUUMMRioS7sUx6J3AIrFhmZF3o96OXX7LIvLeHdNiw==&uniplatform=NZKPT&language=CHS"
"水土保持通报","1000-288X","61-1094/X","中国科学院水利部水土保持研究所;水利部水土保持监测中心","3.867","2.348","网络首发","农业基础科学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN_SFz7NVaQ4IGAbaudRRmULLr8AFRYrFqCupavotoLTzjG2LcBGwNE7moQInseQq6EUVTAtTZ9dYxFUnVM1cBeoHpqcCHyCun0r5ETrR4yzg==&uniplatform=NZKPT&language=CHS"
"水土保持学报","1009-2242","61-1362/TV","中国土壤学会;中国科学院水利部水土保持研究所","5.153","2.763","网络首发|增强出版","农业基础科学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN_SFz7NVaQ4IGAbaudRRmULLr8AFRYrFqCupavotoLTzjG2LcBGwNE7moQInseQq7FO4wrIxSS-rSXsUHsHJjW7QpSRHdPYn5yScBSvOy8CA==&uniplatform=NZKPT&language=CHS"
"水土保持研究","1005-3409","61-1272/P","中国科学院水利部水土保持研究所","5.406","3.025","网络首发","农业基础科学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN_SFz7NVaQ4IGAbaudRRmULLr8AFRYrFqCupavotoLTzjG2LcBGwNE7moQInseQq6UtJbohhxE7xvwSBz2ZGjKG9KMRwkPX0oUFicuvI1K9w==&uniplatform=NZKPT&language=CHS"
"水土保持应用技术","1673-5366","21-1532/S","辽宁省旱地农林研究所(辽宁省水土保持研究所;辽宁省干旱地区造林研究所)","0.876","0.709","网络首发|增强出版","农业基础科学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINS-Iue99504ChnmBqqXlAEOoHHxV1Hk1mHWFEzjaYkohojm9T_2BLfUKO33PwE2AdQBvqA4vqY1MsmnfGjwDoZvXPNW4KwclUQdd_dBXduqw==&uniplatform=NZKPT&language=CHS"
"水文","1000-0852","11-1814/P","水利部信息中心(水利部水文水资源监测预报中心)","2.520","1.778","网络首发","地球物理学|水利水电工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOijccMVQ9zeorq_OhqB8YZfakZAritfEq3QVDCqa8AWg-3T9nRRzrN6YbQbzSv83uJcOroFOkDx9XZbRHpgijpLKDTSd7P6QaQsPzq_2hLIQ==&uniplatform=NZKPT&language=CHS"
"水文地质工程地质","1000-3665","11-2202/P","中国地质环境监测院","3.434","2.633","网络首发","地质学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP5bBRNH7toMMLpOrCHkai6ZyF7SgQt5K_2Qte9qA0wOLqyXto28H0sXOF0tLWy4_5vqIjlgv3lV1X4waEy9GbAxohWzeEY_E6VZKdatmCGNw==&uniplatform=NZKPT&language=CHS"
"水文化","2096-9945","42-1916/K","长江出版社","","","","水利水电工程|文化","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMwR9fokW491mEKgTwwMheDxjOur44a5v_S5nbp0Cx4SS1bnvmZ1oxAGEyt7CThR4cClca05ja-u9WinEI5qYuifwV_9vfsFbZA5T8xgROhoA==&uniplatform=NZKPT&language=CHS"
"水下考古","","","国家文物局水下文化遗产保护中心","","","","考古","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINjaRMJ0LwFSEydP9_l2-yRP-bBjDXrYGiDupKr4tPV1bEnaNOx35PB69fRPyKIatZdS2JJd7629DI1UJXY0vzrZgKwTLsMx9oKQH4M_M2vRQ==&uniplatform=NZKPT&language=CHS"
"水下无人系统学报","2096-3920","61-1509/TJ","西安精密机械研究所","1.115","0.812","网络首发|增强出版","武器工业与军事技术","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPv7oq_QvaA_mPS5plDFXUN5W9CK8MmRFEEpqJXilER9oMNsYMx_LaUJV6dkxWlAxbX11UJDzQfpvKmoLydqjo_xrZzhUSsyiw8OAbmdnBOSw==&uniplatform=NZKPT&language=CHS"
"水与水技术","","","辽宁省水利学会","","","","水利水电工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPOR1aPikiNHv5rU3MwBO7bSJ2kjhFVxgGMUeMM8itKAsP2vyz-wuW4IQPkFGE5oPDYz1NSeTqtKISFKzhiJLBbQgGkMIvSdXb9zA94zJbQdQ==&uniplatform=NZKPT&language=CHS"
"水运工程","1002-4972","11-1871/U","中交水运规划设计院有限公司","0.992","0.758","网络首发","公路与水路运输","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPGYJlb5Ua7QLzptMLnO5-bMugT9O_GcJrjbofMk5W99QnIoYsNkvEO060HW1dyB0SOQHvdulzbcva6iHy0bxD2gxm25s8qN3dMa4ijF5KGDg==&uniplatform=NZKPT&language=CHS"
"水运管理","1000-8799","31-1233/U","上海海事大学","0.418","0.249","网络首发","公路与水路运输|交通运输经济","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN-8COxYmBNYfVie4SZ_6Qggv51X4v2k4H5cTy62tuTHKLdvftdRn9z_HE4ceuiGuULCb_oOtOR4A5MTozMvGrKHaFaaTowa9cd-OjKL8P0yg==&uniplatform=NZKPT&language=CHS"
"水资源保护","1004-6933","32-1356/TV","河海大学;中国水利学会","6.658","4.618","网络首发|增强出版","环境科学与资源利用","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPQb0RSvj8_iX2ziy-USX8qp6d9JiSZ05_3KpDVpvYTmwRSDN54coSqVaJO5nlGRuV21O862V37qCSpfFaZ1nzKMecGtxECT9NPXHma7aoWPg==&uniplatform=NZKPT&language=CHS"
"水资源开发与管理","2096-0131","10-1326/TV","中国水利工程协会","0.938","0.710","网络首发","林业","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOy38MA3Fzf-pofLA7rRf-yJARdc8l_RYEgoUgrQ1DsB8WxigjjmmbKkXD3ZSkO38Z6Cy1v72XOBEzryusTzx9QaFyTR-QBk0KjawgYlrqZ9A==&uniplatform=NZKPT&language=CHS"
"水资源与水工程学报","1672-643X","61-1413/TV","西北农林科技大学","2.829","1.853","网络首发","水利水电工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMC4XPUCUcH7CjNp6Tc_UphnCqeZ091C9Hpz5yna2UM3KfpSOJLMuEjgOaogABLTZnOcoFqwtY_Fl4jWxYE9hRihraRMFVFz17yXucy0Nb7Eg==&uniplatform=NZKPT&language=CHS"
"水族世界","1002-6681","11-1154/S","全国水产技术推广总站;广东省水族协会;中国水产学会观赏鱼分会","","","","水产和渔业","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMbXBN4DG34kOpWFe5Xz1dZE2cRV5CrrjYQxtNtZ-R_3szhxWYhQZdwfw3CwEtPNu9RefiiIHf-yfMeuMuBV2Y3AVz-ZlSIc-jm9UC6pzacHg==&uniplatform=NZKPT&language=CHS"
"税法解释与判例评注","","","武汉大学法学院","","","","经济法","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPtq5dE1QTbdgGSG7djaTO5N6C5BFFKW47FZ6BvI7sCI8bykmx8C-96j8D2LPfq4bV3NY-5ef8bFKw4XIY3r5_TLx5_nO4MhmTP_P23Hwq_5w==&uniplatform=NZKPT&language=CHS"
"税收经济研究","2095-1280","32-1824/F","中共国家税务总局党校;国家税务总局税务干部学院","3.552","1.824","网络首发","财政与税收","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPvJ8GgtZfX_kEJCv1e6_2noWKRFLX42lG-itQdHRAPr5fTLE2-YPX_wrq5bGQ7a9l9zgcN5mPTmw0BFj2cgaait4SLpGy2eukTa8iGr6qwEQ==&uniplatform=NZKPT&language=CHS"
"税收科技","1671-7090","34-1255/N","安徽地方税务局","","","","财政与税收","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxcZmu-9kNnALFzW7lWV-kV6CfvlQmblz4sk8AwpnhQp9O_l8nqwdXOQzRi6HxIAPLQaX6Cvm5YP9tY9QscoH7pIOiofQ6NPAUSq8PEf6fpw==&uniplatform=NZKPT&language=CHS"
"税收与企业","1005-3441","14-1189/F","山西省国家税务局;山西省地方税务局;山西省税务学会","","","","财政与税收","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxcZmu-9kNnALFzW7lWV-kV6CfvlQmblz4sk8AwpnhQp9O_l8nqwdXOQzRi6HxIANFqMFEaAM_Zfu_QeayvS9jrrMRfq5xzXNqnMy4UcxoUA==&uniplatform=NZKPT&language=CHS"
"税收与社会","1005-4146","61-1266/F","陕西省地国税务局;西安市国地税务局","","","","财政与税收","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxcZmu-9kNnALFzW7lWV-kV6CfvlQmblz4sk8AwpnhQp9O_l8nqwdXOQzRi6HxIANjP4olrxYZqaOUXdSw4q0DnKupfFImcfRsGK5XUrrzmg==&uniplatform=NZKPT&language=CHS"
"税收征纳","1007-3345","42-1411/F","武汉新闻传媒有限公司","","","","财政与税收","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxcZmu-9kNnALFzW7lWV-kV6CfvlQmblz4sk8AwpnhQp9O_l8nqwdXOQzRi6HxIANsfLexBJwG9SlljGnHfJKj8SvouqHNcQlZ9Ad3ydwjoQ==&uniplatform=NZKPT&language=CHS"
"税务","1006-3382","21-1321/F","辽宁省国家税务局","","","","财政与税收","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxcZmu-9kNnALFzW7lWV-kV6CfvlQmblz4sk8AwpnhQp9O_l8nqwdXOQzRi6HxIAPiL0PMAz1WVTH0l19bNiVJVIyE1w5t2c0lKBGVjXAVRA==&uniplatform=NZKPT&language=CHS"
"税务研究","1003-448X","11-1011/F","中国税务杂志社","6.219","3.004","网络首发","财政与税收","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPvJ8GgtZfX_kEJCv1e6_2noWKRFLX42lG-itQdHRAPr5fTLE2-YPX_wrq5bGQ7a9kXj0nq0COfaoHGNWYXlORPspLLIef1W-bByzD0Cxp9YQ==&uniplatform=NZKPT&language=CHS"
"税务与经济","1004-9339","22-1210/F","吉林财经大学","4.915","2.109","网络首发","财政与税收","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPvJ8GgtZfX_kEJCv1e6_2noWKRFLX42lG-itQdHRAPr5fTLE2-YPX_wrq5bGQ7a9kPCJ5f1lW4r4Aa5Msxwa5egzQMSB3bygZemmRfXsnfag==&uniplatform=NZKPT&language=CHS"
"税务纵横","1672-206X","37-1404/F","山东省国家税务局;山东省税务学会","","","","财政与税收","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxcZmu-9kNnALFzW7lWV-kV6CfvlQmblz4sk8AwpnhQp9O_l8nqwdXOQzRi6HxIAN40y6jvyzmVSIa2gZJ--URw29ClTleSjJLDTKhwsw9sw==&uniplatform=NZKPT&language=CHS"
"顺德职业技术学院学报","1672-6138","44-1605/Z","顺德职业技术学院","0.286","0.176","","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMMqmFU4hJ-ZwBEz2IdkdVaI7DuIjmCJZ6UempBPP5_sxNNjS8G5RjFZQGo1i-BNlHBs8JZpQDe3GmQO7dAzGGct14194fQput2-9zj7XNUKg==&uniplatform=NZKPT&language=CHS"
"丝绸","1001-7003","33-1122/TS","浙江理工大学;中国丝绸协会;中国纺织信息中心","1.934","1.216","网络首发|增强出版","轻工业手工业","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMJa_NAwFCJUmxvef4c66JbkMk9tg1iehNcwHhFUpyylQ0-oZPMDyV1eQ87wjdrzplNyEZi8x6CUl3BCEvtDL0KiswZwLf5jz-RA4okEtz8eg==&uniplatform=NZKPT&language=CHS"
"丝绸之路","1005-3115","62-1115/K","西北师范大学","0.126","0.086","","中国通史|考古","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO8lCRUKPFFfwv117V4B4wDSTQ6aZt7GD3cFLfUXQs3W_klIFR44_7gtIxslXPtW90M8KPgkGU7h4tbchBkcEEnIOApUd4-va83TdIDd2MfeQ==&uniplatform=NZKPT&language=CHS"
"丝绸之路考古","","","中国考古学会丝绸之路考古专业委员会;西北大学文化遗产学院;宁夏文物考古研究所","","","","考古","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINjaRMJ0LwFSEydP9_l2-yRP-bBjDXrYGiDupKr4tPV1bEnaNOx35PB69fRPyKIatYuWQq2ydkqPfjGYcBJ4te12AUMlVuOBFPMs7supSgj_w==&uniplatform=NZKPT&language=CHS"
"丝绸之路研究集刊","","","陕西师范大学历史文化学院;陕西历史博物馆","","","","世界历史","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPDA7Asg3Ac9EFpnRGgTk-foC6S31uYrGQOS6hDoFVmYA-1S7N8N5BYKcqLM5eDjLkir2iiuLhX6ZxvMVITGn16ZsvFnc-mEWSdHBeCZaRtKA==&uniplatform=NZKPT&language=CHS"
"丝绸之路艺术史研究","","","东华大学出版社","","","","文艺理论","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMBwKcSfrqBJslGaSw5acWqq6Dug1slMo9XtQTTtT-i-C8XR_-Zx-u34gOh5ARpfKtwNF4xIB47nS6Qisj2K1-5Gty8lu3rMHF5UjTn7G4_4A==&uniplatform=NZKPT&language=CHS"
"丝路百科","2096-6415","10-1600/G1","中国大百科全书出版社有限公司","","","","文化","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO-OoGUHRk3mC9L7ysZSp7UrI7wKrztUIcEG2o78OC5o0WrLw_jzS7wseYJsRQbyhOKJlT-CXA_7UgzgT9EKtM6jxnBBZk3M1baQvSlmhfATA==&uniplatform=NZKPT&language=CHS"
"丝路文化研究","","","南京大学社会学院;南京大学当代中国研究院","","","","中国通史","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOF-ShyaGSgZeHuo7nBDoyPtnuWgwV3US-9iTGUGoPwW9oo2HQIbg7MJXYsBv12f_-ZHvey8mvJN4U-FNOiZcpkXDrLL0bEawiyJEUPpAAqnQ==&uniplatform=NZKPT&language=CHS"
"丝路文明","","","浙江大学","","","","中国古代史","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINxy7-dOG_dKTfU3cDKU7Em6gpyjdj8wdZjOuXxt66R1Bo6CvR-KWPKori2kE9_WGnfJevGzi5xDwxUUYQsfSMbr-GoWXIsbgfCvpK9MziqpA==&uniplatform=NZKPT&language=CHS"
"丝网印刷","1002-4867","11-2348/TS","北京市印刷技术研究所有限公司","0.399","0.267","","轻工业手工业","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP03twc4phneiqeTVfmNgjA2ZsLYlgHpqGk9p9eeiMVGrmwVmhtdODpK7yYdbzh7v3q25ZdpyaQgVfLZz-Cf8op5rIbg9YhMrASOeVbjNifOA==&uniplatform=NZKPT&language=CHS"
"司法","","","北京理工大学司法研究所；江西师范大学政法学院","","","","诉讼法与司法制度","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPgweGS5iQQUbx8f-2R3DBoJrHBJJAS9w7sPFliaazlZUUUncW75_GRNukuDGolY53Q6HHqyOKxQ-ryMQDwknvShHnt0dooL2Yb8gCXzDVfqA==&uniplatform=NZKPT&language=CHS"
"司法改革论评","","","西南政法大学法学院","","","","诉讼法与司法制度","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPgweGS5iQQUbx8f-2R3DBoJrHBJJAS9w7sPFliaazlZUUUncW75_GRNukuDGolY52TDbXexwbKKdCCjxgrXk5RiOxLKWxE0yR-e8KUDSrrJA==&uniplatform=NZKPT&language=CHS"
"司法警官职业教育研究","2096-8353","44-1747/D","广东司法警官职业学院","0.292","0.115","","诉讼法与司法制度","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMPyZlRd_ZsVeJeJPPCVn6UVX5OPtvUcZABLblNkrxnHv7Ito8bdMlTykT86R8xd_2LT_ev4Wj0bsTNCnDkKVg3tw_eiJEkevl-MsWlahwdjQ==&uniplatform=NZKPT&language=CHS"
"司法业务文选","","11-4125/C","法律出版社","","","","诉讼法与司法制度","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPgweGS5iQQUbx8f-2R3DBoJrHBJJAS9w7sPFliaazlZUUUncW75_GRNukuDGolY52FiKuV5lJk2xy7yIBBtf_EYJW0kU0wdQhNPPMF81r8Mg==&uniplatform=NZKPT&language=CHS"
"司法智库","","","上海师范大学","","","","诉讼法与司法制度","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPgweGS5iQQUbx8f-2R3DBoJrHBJJAS9w7sPFliaazlZUUUncW75_GRNukuDGolY52kPiR-wN1qQJHsstqpGYOjhgN2Qcvx6peufbqrgw5RCA==&uniplatform=NZKPT&language=CHS"
"司马迁与史记论集","","","陕西省司马迁研究会","","","","中国古代史","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINxy7-dOG_dKTfU3cDKU7Em6gpyjdj8wdZjOuXxt66R1Bo6CvR-KWPKori2kE9_WGmLxKst30qKmFT6T7rc2FBJyNxxhqk-KpmBgy9Wd-u2Fg==&uniplatform=NZKPT&language=CHS"
"私法","","","北京大学法学院","","","","民商法","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO0YT-lP8oyeP4O_QsC4CuH63ZYrYsU0RTd1w9Pdn-kUC56hlofO3iATOuRsVPHoR_QfiV6IfQkCkYY9ne8YKMfTWjPTCF0D5koJkiAZ0tWHw==&uniplatform=NZKPT&language=CHS"
"私法研究","","","中南财经大学民商法学科《私法研究》编辑部","","","","法理、法史","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMfZKv60kIae2RCgsc5Jh9k3fdGRbBi3EOjcsxnrKQzheXlzMmwERBuy8Plhwa9kkq5fmPM36KJVZtFesAdTV-bBdUXQ6hzc1bWieDvu0fdhQ==&uniplatform=NZKPT&language=CHS"
"思维与智慧","1006-3587","13-1196/B","河北行知文化传媒有限责任公司","","","","文史哲综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP6HEc9BZJDfWbeqVCzKSSYk00uhhR5405wfZObFZHzIGE3XCOc6723UfRxyEFIE7bXH39__wL2JAF1ShxuXjTveL_GsZQ9Fu7XRmvr9EKvWA==&uniplatform=NZKPT&language=CHS"
"思想教育研究","1002-5707","11-2549/D","中国高等教育学会思想政治教育分会;北京科技大学","5.559","2.314","网络首发","高等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPCYY00GZ6iU8nAeDpO4iMDuOTcmiXU2f46Bk0V6Rw8rtQ9NqbPWEU5ywhSr2VO5wihZTVpj0oW6wy_B3ajXlvdXKLUaN4CZLYMMGPwqP_OtQ==&uniplatform=NZKPT&language=CHS"
"思想理论教育","1007-192X","31-1220/G4","上海高等学校思想理论教育研究会;上海教育科学研究院","8.192","4.273","","教育理论与教育管理","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPKH4UDAwBGffgvzxk5hzAbxriBOfdRCRz4OUR5uZNMJEyLPf4rqXqbHn5m6xEH8b99EqN-lQ-6cXTQNwmNDwznrSof4L-byQqEQSqjcVA4VA==&uniplatform=NZKPT&language=CHS"
"思想理论教育导刊","1009-2528","11-4062/G4","高等教育出版社","4.631","2.029","网络首发","高等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPCYY00GZ6iU8nAeDpO4iMDuOTcmiXU2f46Bk0V6Rw8rtQ9NqbPWEU5ywhSr2VO5wgu-EyScyFpE7eHW_hQJuXZOqvOtikwgQVjsN3n0v716g==&uniplatform=NZKPT&language=CHS"
"思想理论战线","2097-6550","31-2184/D","国防大学政治学院","1.236","0.809","网络首发","政治军事法律综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMc9Q38RdpoikTOMv8MbnslblD5rtRMvxWvjrq-WWPjldgcOb9o_A_F-zrEkpZA-vNC21_oQipxRsV1mIYCFsSi8D4yMPwUPfvmJSH7d5mR0g==&uniplatform=NZKPT&language=CHS"
"思想与法治教育研究","","","西南政法大学关工委","","","","思想政治教育|诉讼法与司法制度","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO9r6pm5G5Ofmq699U5k-RZUb6d5qpms8a2c4PwEGL5NJy98qTjkVEjq8iij18iJj-BFssIcM5GkU2R67STX5UVrVeErQX3I66sJazsuJb0Ag==&uniplatform=NZKPT&language=CHS"
"思想与文化","","","华东师范大学中国现代思想文化研究所","","","","哲学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMt_bgh9EyCgfIPUnWHT-CusMJDmbkARUgZBPS6Pp7cS3y39JjQ0jF_zDMA4yIKCEE07ptSIvYN6d2Gd_TjnqcasBdUZzDw8Md8gt5vWmjoHA==&uniplatform=NZKPT&language=CHS"
"思想战线","1001-778X","53-1002/C","云南大学","3.049","1.820","网络首发","政治军事法律综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMAsgfahQLBqS8iwkMhznzu9-JexfE9kkkBbodw-QnsJLOWehE__53bycDtnMs9PcCeltWyRJSnigfUBS4PZLepKpUXl8Kbq6N5ZZrIFYb6zA==&uniplatform=NZKPT&language=CHS"
"思想政治工作研究","1002-9907","11-1496/D","中国思想政治工作研究会","0.849","0.415","","思想政治教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO9r6pm5G5Ofmq699U5k-RZUb6d5qpms8a2c4PwEGL5NJy98qTjkVEjq8iij18iJj8KCGnPiUnZ3t4H7zd9c6I9tuNYFDD4iqOFB1BoY_s7Qg==&uniplatform=NZKPT&language=CHS"
"思想政治教育话语研究","","","北京中医药大学马克思主义学院","","","","高等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPPzRVhIsU6W2WTHKDw-ALUxRgoChYWi8NgHYnNLNjZ6GIdiK1RwVJZOzKYGlvEo-UK5WhLls8F5Hxq7vyINhzcvMUW_cx2EPzQ3il04eotKw==&uniplatform=NZKPT&language=CHS"
"思想政治教育理论与实践","","","首都经济贸易大学马克思主义学院","","","","思想政治教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO9r6pm5G5Ofmq699U5k-RZUb6d5qpms8a2c4PwEGL5NJy98qTjkVEjq8iij18iJj-UhF7P-xus0C0Wv3nRzODUkfz3BzprATUFliTkKgZIjg==&uniplatform=NZKPT&language=CHS"
"思想政治教育研究","1672-9749","23-1076/G4","哈尔滨理工大学","2.348","0.901","网络首发","高等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMkxoYMFjoZyoi-3oz9O6_JAIzQYQLU8KQWQR1BOVNLPHFfl4RArs5iUCiqjPnoA6w1wZZjopfjbszOkZdBaywIM814a8wBqdvdKr0Mv2hBwg==&uniplatform=NZKPT&language=CHS"
"思想政治课教学","1002-588X","11-1589/G4","北京师范大学","1.906","0.290","网络首发","中等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM-fLanRW0VMtVNcrBuj4nYsEYdcHWo01kTpErRSHTY8DUhrmyOBzd_DW0sy26NHuAzPKPMMmEI5KZjeRV0tC6QyWEaUKXJJStU-dMp3ZStRw==&uniplatform=NZKPT&language=CHS"
"思想政治课研究","1674-0505","31-1771/G4","华东师范大学","0.693","0.360","","教育理论与教育管理","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPYsDktkxMJpjcNA26KSedPcBLtPQ8K9bh4jfyTUPcc2SzKmFH_LVp5A3j7u4pia_247ZNaHoTBqjLAgtwBaQk_JOwJdNP8xIZQd2oD8tOt5Q==&uniplatform=NZKPT&language=CHS"
"思想政治理论教育新探索","","","浙江工商大学出版社","","","","思想政治教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO9r6pm5G5Ofmq699U5k-RZUb6d5qpms8a2c4PwEGL5NJy98qTjkVEjq8iij18iJj_2QXmMSDHAJhuqnQPZ02sukyACxxCui2vU0shwOhblqQ==&uniplatform=NZKPT&language=CHS"
"思想政治理论与实践","","","武汉传媒学院","","","","高等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPPzRVhIsU6W2WTHKDw-ALUxRgoChYWi8NgHYnNLNjZ6GIdiK1RwVJZOzKYGlvEo-U20iMqnvzu0Mm-RQCck-p8a47V1MLhfJMqIty0ktmx9g==&uniplatform=NZKPT&language=CHS"
"思语之间","","","上海大学佛教思想史与人间佛教研究中心;上海大学道安佛学研究中心;上海大学文学院","","","","宗教","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM50sxa5j2Db2IiPODCG-H0wYK6JnJgCM2OQ4HCRuRvesbhuJtttLvozaQ89Uh8_-Am_dTD7lRXXWGOSFkVTcck45AeRXJFHCPBCgsHoKjEGQ==&uniplatform=NZKPT&language=CHS"
"斯文","","","北京师范大学文学与古代文学研究;中国古代散文学会","","","","中国文学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM0n3FTwNA4F4_32VzyNQdiMIA5qJ8xyx1TeUz-CGP9eagG8ak2Nhguo7QAxbuUZJNjzQzxOVi4W-GahDFiBeKnUcD4KfsDUz7EPQ2t27wBIw==&uniplatform=NZKPT&language=CHS"
"四川财政","1007-2047","51-1426/F","四川省财政厅;四川财政学会;四川省预算会计研究会","","","","财政与税收","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMxcZmu-9kNnALFzW7lWV-kV6CfvlQmblz4sk8AwpnhQp9O_l8nqwdXOQzRi6HxIAMIkk8Ejs5WbElsd2kbGuv3HtYgGsMjmhERW8oHgfVdHg==&uniplatform=NZKPT&language=CHS"
"四川蚕业","1006-1185","51-1202/S","四川省蚕丝学会","0.266","0.196","","蚕蜂与野生动物保护|农业经济","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINyMat7YxWA9K3mF0LvBZ-9tpNkwpxbM63XbjMwWoU-6a5ilfdAAeWq9uHPyaMSj5xZGupu6jWAPRcRD0mzd-Fb0rsM85oLOp3UyqID3wWszA==&uniplatform=NZKPT&language=CHS"
"四川畜牧兽医","1001-8964","51-1181/S","四川省畜牧科学研究院;四川省畜牧兽医学会","","","","畜牧与动物医学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN9WbYxjjdWa9d5Rsh8zTDAWzJHP4eTEyD-fCNw6KGFJsnItJfvyRz8p5EHs_tl_HlumFNWmk9u6CgkfyZlWl2Yev9ZAwLPh909vMeP4ECNqA==&uniplatform=NZKPT&language=CHS"
"四川大学法律评论","","","四川大学法学院","","","","法理、法史","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMfZKv60kIae2RCgsc5Jh9k3fdGRbBi3EOjcsxnrKQzheXlzMmwERBuy8Plhwa9kkp2ihYbps70IKzUpdvvBLUPVUlxIHVOdD6MaLxqVtZ1PA==&uniplatform=NZKPT&language=CHS"
"四川大学学报(医学版)","1672-173X","51-1644/R","四川大学","2.542","1.934","网络首发","医药卫生综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPp_UNpNSBVnPhCuzHuwgnS_A1xDMHD980B3fF5YRYoibjtAgcZSTeFP8Loj4SrTIQAyowNpR1Bkb_lcA4dkr6WwyJihLB8otSFXMaN-SjV7w==&uniplatform=NZKPT&language=CHS"
